Datum;Timer;RPM;RPS;I;U;P;R
25.9.2016 14:20:23;0.46;0;0;;;;
25.9.2016 14:20:23;0.100392;0;0;;;;
25.9.2016 14:20:23;0.200634;0;0;;;;
25.9.2016 14:20:23;0.300856;0;0;;;;
25.9.2016 14:20:23;0.401078;0;0;;;;
25.9.2016 14:20:23;0.501296;0;0;;;;
25.9.2016 14:20:23;0.601521;0;0;;;;
25.9.2016 14:20:23;0.701743;0;0;;;;
25.9.2016 14:20:23;0.801992;0;0;;;;
25.9.2016 14:20:23;0.902355;0;0;;;;
25.9.2016 14:20:24;1.2722;0;0;;;;
25.9.2016 14:20:24;1.103095;0;0;;;;
25.9.2016 14:20:24;1.203448;0;0;;;;
25.9.2016 14:20:24;1.303843;0;0;;;;
